"_id","_index","_score","_type",altitude,cellID,deviceBatteryLevel,deviceIMEI,eventCodes,gpsTime,ignition,ingestionTime,input1,input102,input103,input108,input109,input110,input117,input61,ioState,lac,latitude,location,locationReliable,longitude,mcc,mnc,numberOfSatellites,odometer,offsetRequired,orientation,speed,vehicleBatteryLevel
"1_22890391371","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:14:55.000",false,"July 23rd 2020, 18:14:55.000",0,100,0,3122,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890361597","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:13:55.000",false,"July 23rd 2020, 18:13:55.000",0,100,0,3121,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890331811","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:12:55.000",false,"July 23rd 2020, 18:12:55.000",0,100,0,3120,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890301601","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:11:55.000",false,"July 23rd 2020, 18:11:55.000",0,100,0,3119,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890270966","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:10:55.000",false,"July 23rd 2020, 18:10:55.000",0,100,0,3118,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890241849","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:09:55.000",false,"July 23rd 2020, 18:09:55.000",0,100,0,3117,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890212182","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:08:55.000",false,"July 23rd 2020, 18:08:55.000",0,100,0,3116,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890182787","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:07:55.000",false,"July 23rd 2020, 18:07:55.000",0,100,0,3115,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890153241","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:06:55.000",false,"July 23rd 2020, 18:06:55.000",0,100,0,3114,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890123248","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:05:55.000",false,"July 23rd 2020, 18:05:55.000",0,100,0,3113,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890094624","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:04:55.000",false,"July 23rd 2020, 18:04:55.000",0,100,0,3112,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890065045","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:03:55.000",false,"July 23rd 2020, 18:03:55.000",0,100,0,3111,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890035418","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:02:55.000",false,"July 23rd 2020, 18:02:55.000",0,100,0,3110,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22890005713","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:01:55.000",false,"July 23rd 2020, 18:01:55.000",0,100,0,3109,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889976540","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 18:00:55.000",false,"July 23rd 2020, 18:00:55.000",0,100,0,3108,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889946570","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:59:55.000",false,"July 23rd 2020, 17:59:55.000",0,100,0,3107,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889916716","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:58:55.000",false,"July 23rd 2020, 17:58:55.000",0,100,0,3106,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889886469","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:57:55.000",false,"July 23rd 2020, 17:57:55.000",0,100,0,3105,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889855296","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:56:55.000",false,"July 23rd 2020, 17:56:55.000",0,100,0,3104,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889826074","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:55:55.000",false,"July 23rd 2020, 17:55:55.000",0,100,0,3103,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889795582","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:54:55.000",false,"July 23rd 2020, 17:54:55.000",0,100,0,3102,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889765550","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:53:55.000",false,"July 23rd 2020, 17:53:55.000",0,100,0,3101,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889735510","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:52:55.000",false,"July 23rd 2020, 17:52:55.000",0,100,0,3100,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889705296","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:51:55.000",false,"July 23rd 2020, 17:51:55.000",0,100,0,3099,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889675631","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:50:55.000",false,"July 23rd 2020, 17:50:55.000",0,100,0,3098,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889645224","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:49:55.000",false,"July 23rd 2020, 17:49:55.000",0,100,0,3097,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889614625","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:48:55.000",false,"July 23rd 2020, 17:48:55.000",0,100,0,3096,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889583836","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:47:55.000",false,"July 23rd 2020, 17:47:55.000",0,100,0,3095,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889552984","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:46:55.000",false,"July 23rd 2020, 17:46:55.000",0,100,0,3094,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889523840","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:45:55.000",false,"July 23rd 2020, 17:45:55.000",0,100,0,3093,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889494130","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:44:55.000",false,"July 23rd 2020, 17:44:55.000",0,100,0,3092,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889463454","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:43:55.000",false,"July 23rd 2020, 17:43:55.000",0,100,0,3091,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889433012","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:42:55.000",false,"July 23rd 2020, 17:42:55.000",0,100,0,3090,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889404064","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:41:55.000",false,"July 23rd 2020, 17:41:55.000",0,100,0,3089,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889373630","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:40:55.000",false,"July 23rd 2020, 17:40:55.000",0,100,0,3088,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889342380","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:39:55.000",false,"July 23rd 2020, 17:39:55.000",0,100,0,3087,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889311770","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:38:55.000",false,"July 23rd 2020, 17:38:55.000",0,100,0,3086,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889280881","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:37:55.000",false,"July 23rd 2020, 17:37:55.000",0,100,0,3085,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889251226","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:36:55.000",false,"July 23rd 2020, 17:36:55.000",0,100,0,3084,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889220300","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:35:55.000",false,"July 23rd 2020, 17:35:55.000",0,100,0,3083,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889188688","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:34:55.000",false,"July 23rd 2020, 17:34:55.000",0,100,0,3082,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889156777","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:33:55.000",false,"July 23rd 2020, 17:33:55.000",0,100,0,3081,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889125314","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:32:55.000",false,"July 23rd 2020, 17:32:55.000",0,100,0,3080,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889095662","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:31:55.000",false,"July 23rd 2020, 17:31:55.000",0,100,0,3079,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889064394","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:30:55.000",false,"July 23rd 2020, 17:30:55.000",0,100,0,3078,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889033486","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:29:55.000",false,"July 23rd 2020, 17:29:55.000",0,100,0,3077,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22889002426","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:28:55.000",false,"July 23rd 2020, 17:28:55.000",0,100,0,3076,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888971416","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:27:55.000",false,"July 23rd 2020, 17:27:55.000",0,100,0,3075,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888940078","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:26:54.000",false,"July 23rd 2020, 17:26:54.000",0,100,0,3074,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888907942","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:25:55.000",false,"July 23rd 2020, 17:25:55.000",0,100,0,3073,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888876399","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:24:55.000",false,"July 23rd 2020, 17:24:55.000",0,100,0,3072,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888845218","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:23:55.000",false,"July 23rd 2020, 17:23:55.000",0,100,0,3071,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888814783","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:22:54.000",false,"July 23rd 2020, 17:22:54.000",0,100,0,3070,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888784426","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:21:54.000",false,"July 23rd 2020, 17:21:54.000",0,100,0,3069,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888753104","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:20:54.000",false,"July 23rd 2020, 17:20:54.000",0,100,0,3068,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888722758","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:19:54.000",false,"July 23rd 2020, 17:19:54.000",0,100,0,3067,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888692107","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:18:55.000",false,"July 23rd 2020, 17:18:55.000",0,100,0,3066,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888662310","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:17:54.000",false,"July 23rd 2020, 17:17:54.000",0,100,0,3065,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888631863","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:16:54.000",false,"July 23rd 2020, 17:16:54.000",0,100,0,3064,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888600959","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:15:54.000",false,"July 23rd 2020, 17:15:54.000",0,100,0,3063,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888569632","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:14:54.000",false,"July 23rd 2020, 17:14:54.000",0,100,0,3062,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888537834","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:13:54.000",false,"July 23rd 2020, 17:13:54.000",0,100,0,3061,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888507576","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:12:54.000",false,"July 23rd 2020, 17:12:54.000",0,100,0,3060,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888476579","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:11:54.000",false,"July 23rd 2020, 17:11:54.000",0,100,0,3059,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888445128","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:10:55.000",false,"July 23rd 2020, 17:10:55.000",0,100,0,3058,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888414306","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:09:54.000",false,"July 23rd 2020, 17:09:54.000",0,100,0,3057,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888384194","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:08:54.000",false,"July 23rd 2020, 17:08:54.000",0,100,0,3056,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888352736","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:07:54.000",false,"July 23rd 2020, 17:07:54.000",0,100,0,3055,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888321678","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:06:54.000",false,"July 23rd 2020, 17:06:54.000",0,100,0,3054,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888290197","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:05:54.000",false,"July 23rd 2020, 17:05:54.000",0,100,0,3053,00000001,,1,100,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888258980","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:04:54.000",false,"July 23rd 2020, 17:04:54.000",0,100,0,3052,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888228308","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:03:54.000",false,"July 23rd 2020, 17:03:54.000",0,100,0,3051,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888196832","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:02:54.000",false,"July 23rd 2020, 17:02:54.000",0,100,0,3050,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888165757","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:01:54.000",false,"July 23rd 2020, 17:01:54.000",0,100,0,3049,00000001,,1,50,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888134330","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 17:00:54.000",false,"July 23rd 2020, 17:00:54.000",0,100,0,3048,00000001,,1,50,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888103525","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:59:54.000",false,"July 23rd 2020, 16:59:54.000",0,100,0,3047,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888071698","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:58:54.000",false,"July 23rd 2020, 16:58:54.000",0,100,0,3046,00000001,,1,75,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888040646","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:57:54.000",false,"July 23rd 2020, 16:57:54.000",0,100,0,3045,00000001,,1,50,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22888009403","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:56:54.000",false,"July 23rd 2020, 16:56:54.000",0,100,0,3044,00000001,,1,50,10000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22887995217","device-sensor-data-v1-2020-7-23",,"_doc",0,21481,0,0358735074625087,,"July 23rd 2020, 16:56:25.000",false,"July 23rd 2020, 16:56:28.000",,,,3043,,"real-time",0,,00000000,2140,"22.801","22.801209,88.602249",false,"88.602",404,31,15,0,true,270,0,0
"1_22887977983","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:55:54.000",false,"July 23rd 2020, 16:55:54.000",0,100,1,3042,01000101,,0,75,00000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22887947717","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:54:54.000",false,"July 23rd 2020, 16:54:54.000",0,100,1,3041,01000101,,0,75,00000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22887916013","device-sensor-data-v1-2020-7-23",,"_doc",0,,0,0358735074625087,,"July 23rd 2020, 16:53:54.000",false,"July 23rd 2020, 16:53:54.000",0,100,1,3040,01000101,,0,75,00000000,,0,"0.0,0.0",false,0,,,0,0,false,0,0,0
"1_22887884916","device-sensor-data-v1-2020-7-23",,"_doc",0,21481,0,0358735074625087,,"July 23rd 2020, 16:52:52.000",false,"July 23rd 2020, 16:52:55.000",,,,3037,,"real-time",0,,00000000,2140,"22.801","22.801187,88.602329",true,"88.602",404,31,15,"4,026,371",true,304,0,0
