_id,_index,_score,_type,altitude,cellID,deviceBatteryLevel,deviceIMEI,eventCodes,gpsTime,ignition,ingestionTime,input1,input102,input103,input108,input109,input110,input117,input61,ioState,lac,latitude,location,locationReliable,longitude,mcc,mnc,numberOfSatellites,odometer,offsetRequired,orientation,speed,vehicleBatteryLevel
2_22533073976,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 13:01:09.000",FALSE,"July 2nd 2020, 13:01:09.000",0,100,1,3114,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22533072452,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 13:01:05.000",FALSE,"July 2nd 2020, 13:01:06.000",,,,3113,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22533052764,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 13:00:35.000",FALSE,"July 2nd 2020, 13:00:37.000",,,,3112,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22533033103,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 13:00:09.000",FALSE,"July 2nd 2020, 13:00:09.000",0,100,1,3111,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22533031603,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 13:00:05.000",FALSE,"July 2nd 2020, 13:00:07.000",,,,3110,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22533011805,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:59:35.000",FALSE,"July 2nd 2020, 12:59:37.000",,,,3109,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532993760,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:59:09.000",FALSE,"July 2nd 2020, 12:59:09.000",0,100,1,3108,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532992274,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:59:05.000",FALSE,"July 2nd 2020, 12:59:06.000",,,,3107,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532970663,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:58:35.000",FALSE,"July 2nd 2020, 12:58:36.000",,,,3106,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532952258,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:58:09.000",FALSE,"July 2nd 2020, 12:58:09.000",0,100,1,3105,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532950726,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:58:05.000",FALSE,"July 2nd 2020, 12:58:06.000",,,,3104,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532929211,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:57:35.000",FALSE,"July 2nd 2020, 12:57:36.000",,,,3103,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532910907,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:57:09.000",FALSE,"July 2nd 2020, 12:57:09.000",0,100,1,3102,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532909459,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:57:05.000",FALSE,"July 2nd 2020, 12:57:06.000",,,,3101,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532889717,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:56:35.000",FALSE,"July 2nd 2020, 12:56:36.000",,,,3100,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532869499,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:56:09.000",FALSE,"July 2nd 2020, 12:56:09.000",0,100,1,3099,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532868036,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:56:05.000",FALSE,"July 2nd 2020, 12:56:06.000",,,,3098,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532847905,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:55:35.000",FALSE,"July 2nd 2020, 12:55:36.000",,,,3097,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532829272,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:55:10.000",FALSE,"July 2nd 2020, 12:55:10.000",0,100,1,3096,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532827879,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:55:05.000",FALSE,"July 2nd 2020, 12:55:08.000",,,,3095,,real-time,1,,10000000,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532806710,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:54:35.000",FALSE,"July 2nd 2020, 12:54:37.000",,,,3094,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532787635,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:54:09.000",FALSE,"July 2nd 2020, 12:54:09.000",0,100,1,3093,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532786101,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:54:05.000",FALSE,"July 2nd 2020, 12:54:06.000",,,,3092,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532764533,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:53:35.000",FALSE,"July 2nd 2020, 12:53:36.000",,,,3091,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532745667,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:53:09.000",FALSE,"July 2nd 2020, 12:53:09.000",0,100,1,3090,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532744240,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:53:05.000",FALSE,"July 2nd 2020, 12:53:06.000",,,,3089,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532723615,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:52:35.000",FALSE,"July 2nd 2020, 12:52:36.000",,,,3088,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532703677,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:52:09.000",FALSE,"July 2nd 2020, 12:52:09.000",0,100,1,3087,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532702045,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:52:05.000",FALSE,"July 2nd 2020, 12:52:06.000",,,,3086,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532681439,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:51:35.000",FALSE,"July 2nd 2020, 12:51:36.000",,,,3085,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532661287,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:51:09.000",FALSE,"July 2nd 2020, 12:51:09.000",0,100,1,3084,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532659840,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:51:05.000",FALSE,"July 2nd 2020, 12:51:06.000",,,,3083,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532639473,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:50:35.000",FALSE,"July 2nd 2020, 12:50:36.000",,,,3082,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532620345,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:50:09.000",FALSE,"July 2nd 2020, 12:50:09.000",0,100,1,3081,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532618859,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:50:05.000",FALSE,"July 2nd 2020, 12:50:06.000",,,,3080,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532598793,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:49:35.000",FALSE,"July 2nd 2020, 12:49:37.000",,,,3079,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532578735,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:49:09.000",FALSE,"July 2nd 2020, 12:49:09.000",0,100,1,3078,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532577295,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:49:05.000",FALSE,"July 2nd 2020, 12:49:07.000",,,,3077,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532555660,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:48:35.000",FALSE,"July 2nd 2020, 12:48:36.000",,,,3076,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532537052,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:48:09.000",FALSE,"July 2nd 2020, 12:48:09.000",0,100,1,3075,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532535476,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:48:05.000",FALSE,"July 2nd 2020, 12:48:06.000",,,,3074,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532515414,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:47:35.000",FALSE,"July 2nd 2020, 12:47:36.000",,,,3073,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532496828,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:47:09.000",FALSE,"July 2nd 2020, 12:47:09.000",0,100,1,3072,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532494042,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:47:05.000",FALSE,"July 2nd 2020, 12:47:07.000",,,,3071,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532473817,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:46:35.000",FALSE,"July 2nd 2020, 12:46:36.000",,,,3070,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532454363,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:46:09.000",FALSE,"July 2nd 2020, 12:46:09.000",0,100,1,3069,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532452955,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:46:05.000",FALSE,"July 2nd 2020, 12:46:06.000",,,,3068,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532433788,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:45:35.000",FALSE,"July 2nd 2020, 12:45:36.000",,,,3067,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532415382,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:45:09.000",FALSE,"July 2nd 2020, 12:45:09.000",0,100,1,3066,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532413910,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:45:05.000",FALSE,"July 2nd 2020, 12:45:06.000",,,,3065,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532392692,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:44:35.000",FALSE,"July 2nd 2020, 12:44:36.000",,,,3064,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532373841,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:44:09.000",FALSE,"July 2nd 2020, 12:44:09.000",0,100,1,3063,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532372309,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:44:05.000",FALSE,"July 2nd 2020, 12:44:06.000",,,,3062,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532352170,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:43:35.000",FALSE,"July 2nd 2020, 12:43:37.000",,,,3061,,real-time,1,,10000000,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532332246,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:43:09.000",FALSE,"July 2nd 2020, 12:43:09.000",0,100,1,3060,1000001,,1,100,10000000,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532330880,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:43:05.000",FALSE,"July 2nd 2020, 12:43:06.000",,,,3059,,real-time,0,,0,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532315367,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:42:42.000",FALSE,"July 2nd 2020, 12:42:43.000",,,,3058,,real-time,0,,0,1125,28.075,"28.075131,77.786933",TRUE,77.787,404,97,15,0,TRUE,109,0,0
2_22532311164,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:42:35.000",FALSE,"July 2nd 2020, 12:42:37.000",,,,3057,,real-time,0,,0,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532291229,device-sensor-data-v1-2020-7-2,,_doc,0,56243,0,358735074618900,,"July 2nd 2020, 12:42:05.000",FALSE,"July 2nd 2020, 12:42:08.000",,,,3055,,real-time,0,,0,1125,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532291261,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:42:08.000",FALSE,"July 2nd 2020, 12:42:08.000",0,100,1,3056,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532270094,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:41:35.000",FALSE,"July 2nd 2020, 12:41:36.000",,,,3054,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532250728,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:41:09.000",FALSE,"July 2nd 2020, 12:41:09.000",0,100,1,3053,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532249259,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:41:05.000",FALSE,"July 2nd 2020, 12:41:06.000",,,,3052,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532229509,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:40:35.000",FALSE,"July 2nd 2020, 12:40:36.000",,,,3051,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532210777,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:40:09.000",FALSE,"July 2nd 2020, 12:40:09.000",0,100,1,3050,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532209316,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:40:05.000",FALSE,"July 2nd 2020, 12:40:06.000",,,,3049,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532188324,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:39:35.000",FALSE,"July 2nd 2020, 12:39:36.000",,,,3048,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532169977,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:39:09.000",FALSE,"July 2nd 2020, 12:39:09.000",0,100,1,3047,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532168472,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:39:05.000",FALSE,"July 2nd 2020, 12:39:06.000",,,,3046,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532147577,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:38:35.000",FALSE,"July 2nd 2020, 12:38:36.000",,,,3045,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532129513,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:38:09.000",FALSE,"July 2nd 2020, 12:38:09.000",0,100,1,3044,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532128126,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:38:05.000",FALSE,"July 2nd 2020, 12:38:06.000",,,,3043,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532108231,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:37:35.000",FALSE,"July 2nd 2020, 12:37:36.000",,,,3042,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532088564,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:37:09.000",FALSE,"July 2nd 2020, 12:37:09.000",0,100,1,3041,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532087174,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:37:05.000",FALSE,"July 2nd 2020, 12:37:07.000",,,,3040,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532067348,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:36:35.000",FALSE,"July 2nd 2020, 12:36:36.000",,,,3039,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532047120,device-sensor-data-v1-2020-7-2,,_doc,0,,0,358735074618900,,"July 2nd 2020, 12:36:09.000",FALSE,"July 2nd 2020, 12:36:09.000",0,100,1,3038,1000101,,0,100,0,,0,"0.0,0.0",FALSE,0,,,0,0,FALSE,0,0,0
2_22532045450,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:36:05.000",FALSE,"July 2nd 2020, 12:36:06.000",,,,3037,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
2_22532025794,device-sensor-data-v1-2020-7-2,,_doc,0,25562,0,358735074618900,,"July 2nd 2020, 12:35:35.000",FALSE,"July 2nd 2020, 12:35:37.000",,,,3036,,real-time,0,,0,7019,28.075,"28.075131,77.786942",TRUE,77.787,404,97,15,"3,44,99,348",TRUE,109,0,0
